tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
8.25E+17,RT @tylerschmall: Huh so Donald Trump is actually turning out to be a pretty shitty president. Who could have possibly seen this coming,120,0,Twitter for iPhone,1/27/2017 0:57,1408456686,reillycronyn,oxford comma,5/6/2013 19:00,mediocre athlete / woke feminist / dog lover,458,467,"Salt Lake City, UT",
8.25E+17,No one will be able to stop Donald Trump from sponsoring the AVFS.,0,0,Mobile Web (M5),1/27/2017 0:57,2340584078,AVFSman,John Weston,2/12/2014 16:14,A man allowed by our God to discover a means of reducing emissions and amount of fuel being used on engines. to result in cleaner skies and the air we breath...,119,629,"Connersville, Indiana",
8.25E+17,"RT @nytimes: As Donald Trump thunders, GOP lawmakers duck and cover https://t.co/fMjisLulfU",202,0,Twitter for iPad,1/27/2017 0:57,8.23E+17,MLuanglue,MichelleLuanglue,1/20/2017 18:28,,0,38,"Bethesda, MD",
8.25E+17,"RT @JamesMartinSJ: Stirring up hatred against one group is evil: ""Trump to publish weekly list of crimes committed by immigrants"": https://…",109,0,Twitter for iPhone,1/27/2017 0:57,7.52E+17,indysrbeck1,Stephen R Beck,7/9/2016 18:53,Classic Rock College Basketball College game Football Fitness NBA Music Classic Rock Music NBA NFL Soccer Sports Indycar,37,449,"Brownsburg, IN",
8.25E+17,"RT @IndyUSA: Trump calls for 20 per cent tax on all Mexico imports to pay for wall 
https://t.co/N7FmD6reS5 https://t.co/Scz26AzBKt",25,0,Twitter for iPhone,1/27/2017 0:57,37854830,Realitybits101,Realitybits,5/5/2009 4:14,,354,210,,Central Time (US & Canada)
8.25E+17,RT @HuffPostPol: Petition demanding Donald Trump release his tax returns breaks White House record https://t.co/LaJ8RlZjNu https://t.co/75O…,106,0,Twitter for iPhone,1/27/2017 0:57,1594443452,Shirley42173738,Shirley.J,7/14/2013 22:56,,83,166,,
8.25E+17,RT @TheDemocrats: It's time for Donald Trump to stop thinking about his personal fortune and instead focus on helping American workers. htt…,501,0,Twitter for Android,1/27/2017 0:56,478139684,machinephd,Maurizio Tava,1/29/2012 23:26,"Technology junky, industrial automation expert. Specialty Commercial Bakeries. Owner Mega-Tek Inc.",126,327,Saint Paul,America/Chicago
8.25E+17,"RT @owillis: Donald Trump: a weak, flaccid, small, inadequate and impotent presidency. You will never be great.",64,0,Twitter for iPad,1/27/2017 0:56,702467189,Reblawrence12,Rebboo12,10/5/2013 23:44,International business tax economic/ EU Law graduate. Woman. Still says stupid shit once in a while.,117,132,,
8.25E+17,"RT @FoxNews: President Donald Trump vows at GOP retreat: ""It's going to be 'America first' again."" https://t.co/cHY111Fro5",403,0,Twitter for Android,1/27/2017 0:56,7.87E+17,michellet0624,michelle t,10/15/2016 12:30,,83,79,,
8.25E+17,"RT @drunkamerica: ""Donald Trump isn't going to build the wall."" https://t.co/SO0ewMAw7L",71,0,Twitter for iPhone,1/27/2017 0:56,2947556932,gucci_mink,Cameron Snodgrass,12/29/2014 1:23,"""We are going to win so much you'll get sick of winning."" -President Trump|The official face of Pom Juice & Big Hunk Candy Bars| sc:camsnod1997 ig:cameron1427",666,552,"Blountville, TN",
8.25E+17,"RT @SarahLerner: As Donald Trump closes our borders to refugees, remember that Hillary Clinton sent this email: https://t.co/BcUoKJr02X",23118,0,Twitter for iPhone,1/27/2017 0:56,316842647,katrix110,Katie G,6/14/2011 1:44,"Former Dem. Party staffer, graduate of UPenn. Political nerd, music aficionado, diehard feminist, football nut, military history buff. CAUTION: snarks incoming",95,234,,Quito
8.25E+17,RT @BillPalmer: The Resistance against Donald Trump is now being led by Smokey the Bear. https://t.co/W5KIPKL3v6,11,0,Twitter for Android,1/27/2017 0:56,3303552902,j_Hi_DesertGal,Nasty Woman✌ 🇺🇸❄,8/1/2015 17:16,"BS Detector, Proud Snowflake, #THERESISTANCE, unabashed Feminist, Progressive, Humanist.",387,1253,"Texas, USA",Pacific Time (US & Canada)
8.25E+17,Donald Trump gets no respect and resents it. He suggests that from now on we should address him as Beloved Leader.,0,0,Twitter for iPhone,1/27/2017 0:56,154918058,paolo_sf,Paolo Polledri,6/12/2010 15:44,"Cyclist, writer, democrat, museum curator, and a designer. Won't waste any time with right wingers. 
NO DIRECT MESSAGING, PLEASE!",4863,5065,"San Francisco, CA",Pacific Time (US & Canada)
8.25E+17,"Donald Trump's closest advisors Jared ""Fogle"" Kushner &amp; Sean Spicer registered 2 vote in 2 states 2 commit fraud

 https://t.co/fYMg0SgPdn",0,0,Twitter for iPhone,1/27/2017 0:56,826751599,Askthemoon22,Ask the ᗰ⚙⚙И,9/16/2012 8:29,Moon Knows Trump will be Impeached. A Trumpkin Troll Soldier Who will call out all Trumpkin Troll lies. Moon dares Trumpsters to challenge Moon #TheResistance,26190,22523,"Moon, Pennsylvania",
8.25E+17,RT @STATEofCONFUZUN: The only thing Donald Trump and I have in common is that we both want to bang his daughter.,64,0,Twitter for iPhone,1/27/2017 0:56,19950847,tsm560,Tony™,2/3/2009 3:07,I don't mind a reasonable amount of trouble #EnvyDaStrength https://t.co/Mg33iecioP,45528,29362,,Atlantic Time (Canada)
8.25E+17,RT @AmericasVoice: Protesters in multiple US cities say #NoBanNoWall to Donald Trump. https://t.co/xBJYyKa7uH https://t.co/r9cRURxa60,170,0,Twitter for iPhone,1/27/2017 0:56,388845931,NewMeWeeze,Louise,10/11/2011 12:56,"Runner. Marathon Swimmer. Traveler (favs=Japan,Maine,Jamaica) Goal: Triple Crown solos",81,84,"Elizabethtown, PA",Quito
8.25E+17,RT @politico: Poll shows @realDonaldTrump with 36 percent job approval for first five days https://t.co/wqHsYGlf6D https://t.co/0miVtb5GNA,219,0,Twitter for iPhone,1/27/2017 0:56,40868631,edward2959,Ted McDonnell,5/18/2009 13:05,Media dude; Award winning Photojournalist/Journalist - Instagram: tedmcdonnell - ted@tedmcdonnell.com,2175,1325,"Sydney, New South Wales",
8.25E+17,"RT @JamesMartinSJ: Stirring up hatred against one group is evil: ""Trump to publish weekly list of crimes committed by immigrants"": https://…",109,0,Twitter for iPhone,1/27/2017 0:56,59311427,floris_spronk,Floris Spronk,7/23/2009 1:00,"Communicatie @ChristenUnie. (Re)tweet vooral over politiek, geloof, film, nieuwe media, Amerika, A'dam & e.v.a.",749,960,Amsterdam-Oost,Amsterdam
8.25E+17,RT @BuzzFeed: 5 people in Trump’s circle have committed his definition of voter fraud https://t.co/pDUCNB0ITk https://t.co/os26nKQneV,443,0,Twitter for iPhone,1/27/2017 0:56,3448261757,clara_hoeffler,Clara Hoeffler,8/26/2015 15:32,,191,168,,
8.25E+17,RT @samsteinhp: Donald Trump is building an FCC that may betray his supporters/promises https://t.co/k104UxMDFa by @dliebelson,37,0,Twitter for Android,1/27/2017 0:56,7.91E+17,TimmieTadpole,Timmie Tadpole 🇲🇽,10/27/2016 2:21,"WARNING...POLITICS!

Correcting The Great Orange Menace's Paranoid Worshipper's Grammar Since 2016.",131,170,,
8.25E+17,"RT @wicary: Mistaking accounting for economics: Trump's fixation on trade surpluses is sheer nonsense, @acoyne writes https://t.co/3RDC6wN8…",6,0,Twitter for Android,1/27/2017 0:56,963568351,Darcyleehoover,Darcy Hoover,11/22/2012 3:40,I'm a fervent left leaning member of the 1% & I suffer from chronic 1st world problems. I tweet from the 3rd circle of the netherworld. http://t.co/GEz3i9KcSD,532,1146,,
8.25E+17,RT @samkalidi: Sean Hannity interviews Donald Trump. https://t.co/JUuqV8LMdW,129,0,Twitter for iPad,1/27/2017 0:56,152635334,firecracker_02,Travelfixer,6/6/2010 13:41,"Lifelong MUFC fan, they are my passion. (since1959)and die hard Deomocrat. I'm with her! #TheResistance",244,547,USA,
8.25E+17,"RT @FoxNews: Trump Strategist Bannon: Media Should 'Keep Its Mouth Shut'
https://t.co/BYqb4R1cJu",489,0,Twitter for Android,1/27/2017 0:56,2267411377,SaMioN777,Muhammad Nabeel .Q,12/29/2013 13:31,Muslim and https://t.co/nGPSqh5RW1 ALLAH and Nabi(S).Worker of Mutheda Qaumi Movement MQM.True https://t.co/ztc2D3AhMy Media Activist.Human Rights Activist.Libe,295,174,Karachi,
8.25E+17,Donald Trump is not my Boyfriend 😂 https://t.co/OVqqLOVNsK,0,0,Twitter for iPhone,1/27/2017 0:56,2398329113,EveryDayInLilly,Preppy Queen👑,3/10/2014 1:52,|| Preppy || College student ||Southern Belle || Lilly lover || Starbucks drinker || Republican || Philippians 1:6 ||,4814,1734,"South Carolina, USA",Pacific Time (US & Canada)
8.25E+17,RT @CNNPolitics: CNN's @jaketapper fact-checks President Trump's claims on voter fraud https://t.co/qz7mXhRNNd https://t.co/C55UBz5WJU,431,0,Twitter for iPhone,1/27/2017 0:56,380287778,rockaurum,Jonathan Williamson,9/26/2011 11:58,"Chemist that loves his life, career, and family",78,523,"Huntington, WV",Central Time (US & Canada)
8.25E+17,"RT @RollingStone: Donald Trump sees freedom of information, speech and the press as a threat https://t.co/Mv4NKpIy1r https://t.co/uJPqpMrHUu",279,0,Twitter for iPhone,1/27/2017 0:56,265210588,OhWvMi,sam i am,3/13/2011 5:34,waiting to launch,105,369,440 | 304 | 616,Eastern Time (US & Canada)
8.25E+17,RT @DJMorse: BREAKING: Man Who Doesn't Pay Taxes Wants Americans to Pay 20% Tax on Goods From Mexico #trumptax  https://t.co/hK6YPFfcV6,133,0,Twitter for Android,1/27/2017 0:56,7.05E+17,DonaldDrumpfWTF,Worst President ever,3/2/2016 3:00,Only a moron would vote for a lying cheating sleazy billionaire thinking he will make their lives better.. Drink much? #Theresistance,565,769,,
8.25E+17,Donald Trump On Some Sh*t Boyyyyyyyy!!!,0,0,Twitter Web Client,1/27/2017 0:56,38350829,VBABYMFB,Marketing Finessa 💂,5/7/2009 2:53,Mastering The Art Of Finessin' #EverybodyMustEat,5769,1155,South Florida ,
8.25E+17,"RT @JamesMartinSJ: Stirring up hatred against one group is evil: ""Trump to publish weekly list of crimes committed by immigrants"": https://…",109,0,Twitter for Android,1/27/2017 0:56,373105949,JasonLouMiller,Jason L. Miller,9/14/2011 0:36,#Toledo #Ohio native. @JohnCarrollU grad. Former @JVCnation vol. Work at @franciscannet. Will reunite @Oasis w/ @SCARatGMU MSc. Tweets are my own,626,902,NOVA/DC,Eastern Time (US & Canada)
8.25E+17,"RT @owillis: Donald Trump: a weak, flaccid, small, inadequate and impotent presidency. You will never be great.",64,0,Mobile Web (M5),1/27/2017 0:56,1380502544,MolassesBoy,🅜🅞🅛🅐🅢🅢🅔🅢 🅑🅞🅨,4/25/2013 21:53,"ᴀᴩʀᴇꜱ ᴍᴏɪ, ʟᴇ ᴅᴇʙᴀʀɢᴇ",57,233,Islets of Langerhans,Atlantic Time (Canada)
8.25E+17,"RT @nytimes: President Trump has been using his old, unsecured Android phone to tweet since moving to Washington https://t.co/azAJ6w3uut",1419,0,Twitter for iPhone,1/27/2017 0:56,1157835487,hijeanmonett,Jean Monett,2/7/2013 17:53,,25,21,,
8.25E+17,RT @HuffPostPol: Petition demanding Donald Trump release his tax returns breaks White House record https://t.co/LaJ8RlZjNu https://t.co/75O…,106,0,Twitter for Android,1/27/2017 0:56,34986786,mintysworld,Minty L.A. LongEarth,4/24/2009 17:43,,669,1125,"Seattle, WA",Pacific Time (US & Canada)
8.25E+17,RT @FoxNews: White House Chief of Staff @Reince Priebus defended President Donald Trump over a move to block federal funds meant for sanctu…,704,0,Twitter for Android,1/27/2017 0:56,7.87E+17,michellet0624,michelle t,10/15/2016 12:30,,83,79,,
8.25E+17,RT @samkalidi: Sean Hannity interviews Donald Trump. https://t.co/JUuqV8LMdW,129,0,Twitter Web Client,1/27/2017 0:56,286499066,Tikisrose,Tiki,4/23/2011 3:46,,157,175,"Ontario,Canada",Eastern Time (US & Canada)
8.25E+17,"RT @politico: ""Widespread, systemic voting fraud of the magnitude the president alleges is not possible."" https://t.co/ptcnAx2bcj https://t…",163,0,Twitter for iPhone,1/27/2017 0:56,30140247,kikipena,"Enrique Peña, Jr.",4/10/2009 2:45,"Musician, Guitarist, Vocalist, song writer, father, Grandfather, and Educator.",67,86,"Austin, TX",
8.25E+17,RT @FoxNews: White House Chief of Staff @Reince Priebus defended President Donald Trump over a move to block federal funds meant for sanctu…,704,0,Twitter for Android,1/27/2017 0:56,7.63E+17,DUKEJJJJJJJJ,THE DUKE,8/9/2016 1:14,A hard working self employed red blooded  American,16,57,"Wyoming, USA",
8.25E+17,New Species Named After The New President: ‘Donald Trump’s Hair Moth’ - https://t.co/RyaSbvSUZL via... by #EnviroNews via @c0nvey,0,0,Put your button on any page! ,1/27/2017 0:56,17967760,dadealra,Damien Ramos,12/8/2008 17:51,"Community organizer and Bitcoin enthusiast @getgemsorg - Previously 
@OneEconomy",861,1444,"San Francisco, CA",Central Time (US & Canada)
8.25E+17,"RT @VanityFair: With his man in the White House, the architect of Trumpism takes a victory lap around the media https://t.co/IDLZMfsHhx",47,0,Twitter for Android,1/27/2017 0:56,24092180,alical714,Alicia Calano,3/13/2009 1:11,,155,625,Arizona,Pacific Time (US & Canada)
8.25E+17,BRO'LASKA with ALASKA &amp; CORY - Donald Trump is POTUS? https://t.co/cFlMhfvjZh via @YouTube,0,0,Twitter Web Client,1/27/2017 0:56,501940223,_francXs,chingachgook,2/24/2012 16:48,We outnumber him! RUsist,904,550,Ireland,Amsterdam
8.25E+17,Donald Trump to Temporarily Halt Visas From Terror Hot Spots Via Executive Order | Katie Pavlich https://t.co/qtGOjaN4zZ #DonaldTrump,0,1,Twitter Web Client,1/27/2017 0:56,185272462,red_n_right,J. Scott Davis,8/31/2010 16:09,"Republican, former U.S. Navy, Bachelor of Science.... Donald Trump's Republicans hold majority in Senate, House, Governors and State Chambers.",5862,6361,Western USA,Pacific Time (US & Canada)
8.25E+17,RT @HuffPostPol: Petition demanding Donald Trump release his tax returns breaks White House record https://t.co/LaJ8RlZjNu https://t.co/75O…,106,0,Twitter for Android,1/27/2017 0:56,234614836,eschieferstein,Eric Schieferstein,1/6/2011 2:47,,147,337,Indianapolis,
8.25E+17,Donald Trump really is the Eric Cartman of presidents.,0,1,Twitter for Android,1/27/2017 0:56,182481220,pseudocinephile,Josh Foley,8/24/2010 18:06,"Trust me, I used to be a lot of candles. More obsessed with MAC & ME than you are.",76,99,"Austin, TX",Central Time (US & Canada)
8.25E+17,RT @HeathaT: Donald Trump is building a wall on the Mexico border as undocumented crossing hits a 40-year low https://t.co/S0q2VwDv9M https…,5667,0,Twitter Web Client,1/27/2017 0:56,407921136,piktore,piktor,11/8/2011 18:49,,452,788,,Pacific Time (US & Canada)
8.25E+17,RT @CNNPolitics: CNN's @jaketapper fact-checks President Trump's claims on voter fraud https://t.co/qz7mXhRNNd https://t.co/C55UBz5WJU,431,0,Twitter for Android,1/27/2017 0:56,622231649,SloanAwesome,Sloan Lansdale,6/29/2012 20:59,"Last Name: Ever 
First Name: Greatest
Middle Name: Statesman of Kentucky
#MoreheadGSP2016",276,294,,Atlantic Time (Canada)
8.25E+17,RT @DumpTrump22: #Trump can’t come to terms with his Monumental and Landmark Popular Vote Loss - ABC News interview https://t.co/61yKSbkgwV,32,0,Twitter for iPhone,1/27/2017 0:56,327764332,kimlaw0607,VtKim#Notmypresident,7/2/2011 3:26,,1000,1174,"Waterbury, VT",
8.25E+17,RT @jmsexton_: Reckless Trump Violated The Law For Days Before Finally Securing Twitter Account https://t.co/9k58Bc9ksd,10,0,Twitter for iPhone,1/27/2017 0:56,4065091083,Ladydoedoe70,Virginia Anderson,10/29/2015 3:39,,438,305,,
8.25E+17,RT @CNNPolitics: CNN's @jaketapper fact-checks President Trump's claims on voter fraud https://t.co/qz7mXhRNNd https://t.co/C55UBz5WJU,431,0,Twitter Web Client,1/27/2017 0:56,32743877,SMcDanald,S McDanald,4/18/2009 2:40,,11,72,SLO,Pacific Time (US & Canada)
8.25E+17,Donald Trump cannot care less what Pelosi and Schumer think of him. He is fighting for the forgotten man/woman. Also known as you and me!,5,9,Twitter for iPhone,1/27/2017 0:56,3161619246,SteveHusker,Steve Husker,4/17/2015 23:41,Conservative. Traditional marriage. No porn. #hotcars #MAGA. Probably follow back. Followed by @mitchellvii and @CathyLynnTaylor Unfollow=unfollow Pro-Israel,4908,4980,"Wisconsin, USA",
8.25E+17,RT @CNNPolitics: CNN's @jaketapper fact-checks President Trump's claims on voter fraud https://t.co/qz7mXhRNNd https://t.co/C55UBz5WJU,431,0,Twitter for Android,1/27/2017 0:56,411871988,VaneRubyB,💜SinjaTrash💚,11/14/2011 0:20,"Just an average fangirl.
Profile picture by @mouyashi 😚",72,172,AZ,Arizona
8.25E+17,RT @TheDemocrats: It's time for Donald Trump to stop thinking about his personal fortune and instead focus on helping American workers. htt…,501,0,Twitter for Android,1/27/2017 0:56,8.24E+17,newfriendsharon,Sharon Gates,1/25/2017 16:49,,1,16,,
8.25E+17,"RT @JamesMartinSJ: Stirring up hatred against one group is evil: ""Trump to publish weekly list of crimes committed by immigrants"": https://…",109,0,Twitter for iPhone,1/27/2017 0:56,955568390,pat_walsh6,Pat Walsh,11/18/2012 14:15,Live simply so others may simply live.  |Boston College High School '15 |Northeastern University '20 |,314,314,,Eastern Time (US & Canada)
8.25E+17,"RT @TheDemocrats: When Donald Trump talks about investigating voter fraud, he's really working to implement voter suppression: https://t.co…",732,0,Twitter Web Client,1/27/2017 0:56,49495858,tptee,Tyler Thompson,6/22/2009 1:39,Software Engineer @FormidableLabs. I know retweets. I have the best retweets,298,622,"Bothell, WA",Pacific Time (US & Canada)
8.25E+17,"RT @mviser: Will the 20 percent tax on goods from Mexico apply to the Donald J. Trump Signature Collection suits, made in Mexico? https://t…",2821,0,Twitter Web Client,1/27/2017 0:56,10046442,brettbum,Brett Bumeter ll.m.,11/7/2007 21:57,"Writer, WordPress Coach, Helper & Trainer, toe shoe runner, hiker of small mountains, yogi, single father, problem solver. follows the Tao. likes people. :)",4182,4079,"Charlotte, NC",Eastern Time (US & Canada)
8.25E+17,RT @elanaleoni: Sign this petition to stop @BetsyDeVos from being confirmed: https://t.co/fUQ0e6roML. 🙌 to @SenSanders #DeVosFacts #edrefor…,23,0,Twitter for Android,1/27/2017 0:56,232603657,beckidanz10,rebecca smitley,12/31/2010 17:03,Dance Instructor/Studio Owner/DanceWear Store Manager,40,137,"Myrtle Beach, SC",
8.25E+17,RT @samkalidi: Sean Hannity interviews Donald Trump. https://t.co/JUuqV8LMdW,129,0,Twitter for iPhone,1/27/2017 0:56,615515937,suck_dese_nutz,Shane,6/22/2012 18:56,I could go wraith but I might benz 🤘🏽HU'20,333,347,"Philly, Philadelphia",Atlantic Time (Canada)
8.25E+17,RT @politicususa: Reckless Trump Violated The Law For Days Before Finally Securing Twitter Account via @politicususa https://t.co/zcRv4IMsW…,53,0,Twitter for iPhone,1/27/2017 0:56,3784601953,OHenryHernandez,H—,10/4/2015 20:09,,1392,1944,,
8.25E+17,RT @American_Bridge: Donald Trump isn't the negotiatior he said he was — now you're on the hook to pay for his border wall. https://t.co/ys…,35,0,TweetCaster for Android,1/27/2017 0:56,19075551,BOB_Boblaw,Marshawn Luther ❌,1/16/2009 17:11,"#WinnersCircle #GoTexans #RedNation 
#MCFC Rock Paper Scissor Champion Bougie woman tamer
Lover of the ratchet arts
A Diem Carpe-er-ite",351,285,,Mountain Time (US & Canada)
8.25E+17,"McCain comes out swinging against Trump administration https://t.co/EKu5yMUSnO Wish Old R.I.N.O. would shut up, he lost his chance '08.",0,0,Twitter for Android,1/27/2017 0:56,8.09E+17,RobertW08604367,D Williams,12/15/2016 4:25,Senior Citz,95,184,TN,
8.25E+17,"RT @VivaLaAmes: .@CNN is forced to admit that Trump is doing EXACTLY what he said he'd do.
🤣🤣🤣
https://t.co/sstC4uc05L",82,0,Twitter Web Client,1/27/2017 0:56,4836715811,TrumpWeTrust,Trump We Trust,1/22/2016 23:20,#TrumpWeTrust #MakeAmericaGreatAgain #TrumpPeaceThruStrength #Trump4Jobs #Trump4Vets #TrumpAmerica1st #BuildTheWall #USA https://t.co/6cYbqMnXxo,4123,4708,,
8.25E+17,"RT @RollingStone: Donald Trump sees freedom of information, speech and the press as a threat https://t.co/Mv4NKpIy1r https://t.co/uJPqpMrHUu",279,0,Twitter for Android,1/27/2017 0:56,478139684,machinephd,Maurizio Tava,1/29/2012 23:26,"Technology junky, industrial automation expert. Specialty Commercial Bakeries. Owner Mega-Tek Inc.",126,327,Saint Paul,America/Chicago
8.25E+17,"RT @JustSchmeltzer: Unlike unstable lunatic Donald Trump, Bannon has a clear strategy here. Make all media, except unofficial mouthpieces,…",74,0,Twitter for iPad,1/27/2017 0:56,23983382,mollymoor,Sandy,3/12/2009 17:01,Retired Liberal Democrat.Product of the 60's..Retired AT&T..Past CWA union chief steward.Also retired DNB. Cleveland OH by Birth..Texan by Choice..#TheReistance,6470,6440,"Austin-El Paso, TX",Central Time (US & Canada)
8.25E+17,RT @CNNPolitics: CNN's @jaketapper fact-checks President Trump's claims on voter fraud https://t.co/qz7mXhRNNd https://t.co/C55UBz5WJU,431,0,Twitter for Windows,1/27/2017 0:56,17907315,timreckmeyer,Tim Reckmeyer,12/5/2008 20:41,Rockin With Wife & Kids in Da Nort Woods of Da USA.  Proud Microsoft employee and lifelong learner. Arizona #WildcatForLife,212,315,Da Nort Woods (ie MN),Central Time (US & Canada)
8.25E+17,Donald trump is slowly ruining no actually quickly ruining everything,0,0,Echofon,1/27/2017 0:56,93716611,jetxlee,Leethal Weapon,11/30/2009 21:46,"She makes her own luck. 


RIP LV & Momdee",432,390,NJ,Eastern Time (US & Canada)
8.25E+17,"RT @ABCPolitics: McConnell, Ryan say Congress will pay for Pres. Donald Trump's $12B border wall. https://t.co/X27iJBdHRZ https://t.co/Tg9j…",45,0,Twitter for iPad,1/27/2017 0:56,438327001,upwithmike,Mike in the mitten,12/16/2011 13:12,,1652,2226,,
8.25E+17,"RT @FoxNews: President Donald Trump vows at GOP retreat: ""It's going to be 'America first' again."" https://t.co/cHY111Fro5",403,0,Twitter for iPhone,1/27/2017 0:56,3424416333,Magsnow45,Mag Snow,8/15/2015 17:49,,73,20,,
8.25E+17,"@AdamZagoria Zags to UK 🏀 = FoxNews to Donald Trump. 

He can recruit, but why only 1 title with all that talent? Never hear that angle.",0,0,Twitter for iPhone,1/27/2017 0:56,581554602,RivDawg15,just facts please,5/16/2012 3:17,sunshine is the best disinfectant.,28,51,"Tennessee, USA",
8.25E+17,Poll shows Trump with 36 percent job approval for first five days - POLITICO.   Nothing but blue sky's do I see!!! https://t.co/PtsJF2farZ,0,0,Twitter for iPhone,1/27/2017 0:56,8.11E+17,llcoble34,Lonnie L Coble,12/20/2016 21:57,"student of Facetiae, prof emeritus spelling , trump u",5,24,"Texas, USA",
8.25E+17,@donlemon Please do a story of how and when did Donald Trump's father and wife come to America.,0,0,Mobile Web (M5),1/27/2017 0:56,45406044,colesoul,Kim Cole,6/7/2009 19:36,Bringing True Soul Music to You,318,417,USA,Central Time (US & Canada)
8.25E+17,So China threatining with nukes i read. Hope our pres. Donald Trump stands strong and pulls this off,0,0,Twitter for Android,1/27/2017 0:56,2790128004,ericweir70,Eric Weir,9/4/2014 17:04,,2,10,"West Virginia, USA",Eastern Time (US & Canada)
8.25E+17,"@johniadarola https://t.co/aiKI3iqsTP ""Chicago Police only report homicides.They are not necessarily all shooting deaths"", DT needs to do hw",0,0,Twitter Web Client,1/27/2017 0:56,1636720910,katarinuhhhhh,katarina,8/1/2013 0:19,"certified makeup artist, photography, TYT",246,278,"Chicago, IL",
8.25E+17,"RT @imraansiddiqi: Remember when I said ""fascism is only a heartbeat away?""
Update: It's here.
https://t.co/bRyCfmPRin https://t.co/YTVvj2d…",724,0,Twitter for Android,1/27/2017 0:56,2853987015,aliceanpereira,wanderlust,10/31/2014 23:58,"Feminista vegetariana de esquerda, viciada em viagens, livros e séries,,  amante da língua inglesa e também conhecida como Docinho",196,404,Wonderland ,Pacific Time (US & Canada)
8.25E+17,NASA released a series of climate change images just as Trump heats up his attacks on the EPA https://t.co/3pEequoMMw,0,0,Facebook,1/27/2017 0:56,87464195,sypsaj,Jason Sypsa,11/4/2009 15:37,,1279,3178,"Columbus, OH",Eastern Time (US & Canada)
8.25E+17,"RT @JamesMartinSJ: Stirring up hatred against one group is evil: ""Trump to publish weekly list of crimes committed by immigrants"": https://…",109,0,Twitter for iPhone,1/27/2017 0:56,53982404,araitatsuya,Tattater,7/5/2009 19:25,This is a pen. Japanese Texan. A bit Sandiegan. Runner and occasionally tri.,366,2100,"Texas, USA",
8.25E+17,"RT @politico: ""Widespread, systemic voting fraud of the magnitude the president alleges is not possible."" https://t.co/ptcnAx2bcj https://t…",163,0,Twitter for Android,1/27/2017 0:56,1439747017,EdgarLives,Host Body,5/18/2013 23:49,"Once a cosmic particle adrift in the solar winds, destined to be an involuntary observer of the dystopian present. 
#Indivisible #TheResistance",354,1414,,Pacific Time (US & Canada)
8.25E+17,Yall donald trump gone kill us at 12,0,0,Twitter for iPhone,1/27/2017 0:56,479213378,HoesLoveShayo,01/01 🐐🎉,1/31/2012 4:10,The Devin's ❤️👪.,2114,1184,"Riverdale, GA",Hawaii
8.25E+17,RT @jturnershow: Black Church Revolts Against Obama &amp; Oprah’s Gay Reprobate Cult By Standing With JESUS &amp; Voting For Donald Trump https://t…,12,0,Mobile Web (M5),1/27/2017 0:56,3284734879,BradfordDavis7,Bradford Davis,7/19/2015 21:40,Retired E-6 Army+NG. MA Economics. Software development. 3 patents. Recession. 2 yrs carhauling was the best.  USA in trouble. Trump or bust.,821,1358,,
8.25E+17,RT @HuffPostPol: Petition demanding Donald Trump release his tax returns breaks White House record https://t.co/LaJ8RlZjNu https://t.co/75O…,106,0,Twitter for Android,1/27/2017 0:56,2727528041,wwlandingham,WW_30,7/28/2014 19:12,North Carolina,0,81,,
8.25E+17,RT @billy_penn: Donald Trump falsely tells GOP Philly homicides are ‘terribly increasing.’ https://t.co/2p3HqLIULj https://t.co/EI1Vj6XxjB,74,0,Twitter for iPad,1/27/2017 0:56,429656041,GarthDerby,No. No. No.,12/6/2011 6:53,50-something retired single snowbird flocking about with my fine-feathered Amazonian friend Lucky - birds of a feather.,1017,1061,"Apache Junction, AZ",
8.25E+17,"@Evan_McMullin @TulsiGabbard @realDonaldTrump Trump is a paid surrogate of Russian investors, mainly the guys work for Putin.",0,0,Twitter Web Client,1/27/2017 0:56,8.19E+17,donald_trump_90,Russian Puppet Trump,1/10/2017 22:19,I'm a pepe frog Trump...,22,60,Pluto,
8.25E+17,RT @alexandergold: Donald Trump is using the official POTUS account just to like and retweet his own tweets. Imagine being that embarrassin…,101,0,Twitter for Android,1/27/2017 0:56,627676732,CD_Williams83,EgonButNot4Gotten,7/5/2012 19:42,"Official Voice Actor for Zoobe and Twitter addict. Retro Gamer on YouTube.
Here for Hashtag Games, networking, and awesome people.
Snapchat username Tawdymire",980,916,"North Carolina, USA",Hawaii
8.25E+17,"RT @JamesMartinSJ: Stirring up hatred against one group is evil: ""Trump to publish weekly list of crimes committed by immigrants"": https://…",109,0,Twitter Web Client,1/27/2017 0:56,16534822,holbrookfields,holbrookfields,9/30/2008 21:06,"Dreamer from Dublin, Ireland",527,2731,Dublin,Dublin
8.25E+17,Donald Trump Cars Collection--President Trump Personal car Collection.. Something everyone would like - https://t.co/HSvN1VGorc,0,0,charter jets,1/27/2017 0:56,22425474,apinsights,apinsights info,3/2/2009 0:03,We are showing you what you can not see anywhere else.  We are made up of EX CEOs,1487,1913,"Scottsdale, AZ",Pacific Time (US & Canada)
